addresspoid,housenum,geo_housenum,geo_streetname,geo_return_code,geo_message,geo_reason_code
153034,136-10,136-10,60 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
156052,67-73,67-73,152 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
168041,192-04,192-04,LONG ISLAND EXPRESSWAY,42,ADDRESS NUMBER OUT OF RANGE,""
170887,182-75,182-75,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170888,182-61,182-61,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170889,182-55,182-55,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170890,182-51,182-51,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170891,182-41,182-41,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170892,182-33,182-33,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170893,182-27,182-27,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170894,182-21,182-21,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170895,182-15,182-15,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170907,182-26,182-26,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170908,182-34,182-34,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170909,182-40,182-40,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
170910,182-48,182-48,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171096,184-57,184-57,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171097,184-45,184-45,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171098,184-27,184-27,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171099,184-21,184-21,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171100,184-15,184-15,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171112,184-42,184-42,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171114,184-36,184-36,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171115,184-30,184-30,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171116,184-26,184-26,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171117,184-22,184-22,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171273,186-07,186-07,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171288,186-49,186-49,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171289,186-39,186-39,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171290,186-29,186-29,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171291,186-27,186-27,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171292,186-23,186-23,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171293,186-15,186-15,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171298,186-06,186-06,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171300,186-14,186-14,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171301,186-18,186-18,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171302,186-22,186-22,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171303,186-26,186-26,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171304,186-28,186-28,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171305,186-32,186-32,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171306,186-36,186-36,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171307,186-46,186-46,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171308,186-54,186-54,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171580,188-91,188-91,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171581,188-87,188-87,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171582,188-81,188-81,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171583,188-75,188-75,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171584,188-65,188-65,AVON STREET,50,AVON STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
171983,211-43,211-43,45 ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
171983,211-49,211-49,45 ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
178814,221-52A,221-52A,LONG ISLAND EXPRESSWAY,42,ADDRESS NUMBER OUT OF RANGE,""
178816,221-64B,221-64B,LONG ISLAND EXPRESSWAY,42,ADDRESS NUMBER OUT OF RANGE,""
178832,221-54A,221-54A,LONG ISLAND EXPRESSWAY,42,ADDRESS NUMBER OUT OF RANGE,""
179771,224-15B,224-15B,69 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
182481,229-08B,229-08B,KINGSBURY AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
185834,237-02,237-02,31 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
187044,236-09,236-09,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187134,239-27,239-27,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187137,251,251,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187140,239-03,239,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187142,239,239,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187143,239-01,239-01,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187146,237,237,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187147,237-25,237,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187150,225,225,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187151,237-23,237,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187153,217,217,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187154,237-17,237-17,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187155,211,211,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187156,237-05,237-05,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187219,335,335,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187220,240-41,240-41,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187220,240-43,240-43,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187226,319,319,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187227,240-27,240-27,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187231,309,309,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187235,301,301,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187236,240-09,240-09,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187247,37-16,37-16,233 STREET,50,233 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187248,37-20,37-20,233 STREET,50,233 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187389,8,8,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187394,236-28,236-28,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187396,236-34,236-34,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187417,238-02,238-02,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187422,139,139,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187425,127,127,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187426,121,121,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187427,115,115,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187429,109,109,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187435,100,100,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187437,116,116,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187438,122,122,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187440,128,128,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187442,134,134,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187443,239-02,239-02,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187445,140,140,240 STREET,50,240 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187458,308,308,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187460,314,314,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187462,320,320,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187463,240-28,240-28,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187465,324,324,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187466,240-32,240-32,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187468,328,328,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187469,240-34,240-34,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187471,336,336,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187472,240-38,240-38,BAY STREET,50,BAY STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
187678,39-18,39-18,STUART LANE,42,ADDRESS NUMBER OUT OF RANGE,""
188353,43-13,43-13,MARATHON PARKWAY,42,ADDRESS NUMBER OUT OF RANGE,""
188975,232-10A,232-10A,NORTHERN BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
189206,241-21,241-21,RUSHMORE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
193352,248-03A,248-03A,76 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
194013,77-09A,77-09A,COMMONWEALTH BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
194644,75-16,75-16,263 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
201269,84-29,84-29,267 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
204789,80-321/2,80-32 1/2,JAMAICA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
205302,92-06,92-06,JAMAICA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
218933,129-13,129-13,91 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
218975,131-41,131-41,91 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
229019,136-15,136-15,KEW GARDENS ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
229158,87-53,87-53,I  678,42,ADDRESS NUMBER OUT OF RANGE,""
229195,138-65,138-65,HILLSIDE AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
232345,86-10,86-10,164 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
232346,86-12,86-12,164 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
232918,89-00,89-00,MERRICK BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
232968,168-05A,168-05A,JAMAICA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
232968,168-07B,168-07B,JAMAICA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
234083,170-48,170-48,CEDARCROFT ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
234739,172-15,172-15,84 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
234922,175-36A,175-36A,DALNY ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
237964,147-23,147-23,94 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
239383,109-43,109-43,I  678,42,ADDRESS NUMBER OUT OF RANGE,""
239824,148-58,148-58,TUSKEGEE AIRMEN WAY,42,ADDRESS NUMBER OUT OF RANGE,""
239824,148-60,148-60,TUSKEGEE AIRMEN WAY,42,ADDRESS NUMBER OUT OF RANGE,""
241010,94-39,94-39,MERRICK BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
241625,164-01,164-01,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
241905,164-28,164-28,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
244154,177-01,177-01,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245408,181-06,181-06,JAMAICA AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245835,183-01,183-01,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245854,183-77,183-77,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245855,183-73,183-73,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245856,183-69,183-69,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245857,183-65,183-65,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245858,183-61,183-61,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245859,183-57,183-57,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245860,183-53,183-53,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245861,183-49,183-49,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245862,183-45,183-45,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245863,183-41,183-41,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245864,183-37,183-37,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245865,183-33,183-33,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245866,183-29,183-29,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245867,183-25,183-25,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245868,183-21,183-21,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245869,183-17,183-17,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245870,183-11,183-11,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245871,183-07,183-07,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245907,186-01,186-01,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245923,188-15,188-15,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245925,188-09,188-09,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245926,188-05,188-05,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245927,188-01,188-01,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245928,187-23,187-23,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245929,187-19,187-19,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245930,187-15,187-15,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245931,187-09,187-09,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245932,187-05,187-05,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245933,187-01,187-01,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245934,186-27,186-27,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245935,186-23,186-23,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245936,186-19,186-19,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245937,186-15,186-15,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245938,186-09,186-09,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
245939,186-05,186-05,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247608,186-20,186-20,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247609,186-16,186-16,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247610,186-12,186-12,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247611,186-08,186-08,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247612,186-04,186-04,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247633,187-20,187-20,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247634,187-16,187-16,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247635,187-10,187-10,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247636,187-06,187-06,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247637,187-02,187-02,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247648,188-16,188-16,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
247650,188-06,188-06,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
250056,196-35,196-35,MC LAUGHLIN AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
250235,86-29,86-29,MARENGO STREET,42,ADDRESS NUMBER OUT OF RANGE,""
250311,197-17,197-17,FOOTHILL AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
255241,87-62A,87-62A,216 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
255246,87-64A,87-64A,216 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
257274,98-02,98-02,218 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
258492,99-14,99-14,195 STREET,42,ADDRESS NUMBER OUT OF RANGE,""
268491,223-29,223-29,108 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
269429,113-09,113-09,SPRINGFIELD BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
269492,113-55,113-55,SPRINGFIELD BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
276879,128-04,128-04,109 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
281883,133-39,133-39,HAWTREE CREEK ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
283897,133-20,133-20,I  678,75,DUPLICATE ADDRESS-USE VAN WYCK EXPWY S OZONE PRK OR WHITESTONE EXPWY FLUSHING,""
286230,111-17,111-17,I  678,50,I  678 IS AN INVALID STREET NAME FOR THIS LOCATION,4
286231,111-15,111-15,I  678,50,I  678 IS AN INVALID STREET NAME FOR THIS LOCATION,4
286232,111-11,111-11,I  678,50,I  678 IS AN INVALID STREET NAME FOR THIS LOCATION,4
286244,111-23,111-23,I  678,50,I  678 IS AN INVALID STREET NAME FOR THIS LOCATION,4
286245,111-21,111-21,I  678,50,I  678 IS AN INVALID STREET NAME FOR THIS LOCATION,4
286904,114-15,114-15,I  678,50,I  678 IS AN INVALID STREET NAME FOR THIS LOCATION,4
286905,114-11,114-11,I  678,50,I  678 IS AN INVALID STREET NAME FOR THIS LOCATION,4
287714,224,224,BAY   32 STREET,50,BAY   32 STREET IS AN INVALID STREET NAME FOR THIS LOCATION,1
291305,152-70,152-70,ROCKAWAY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
291306,152-27,152-27,133 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
291466,109-09,109-09,109 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
291793,155-98,155-98,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
291907,158-14,158-14,110 AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
296969,117-38,117-38,MARSDEN STREET,42,ADDRESS NUMBER OUT OF RANGE,""
297852,173-02,173-02,VICTORIA ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
297855,173-18,173-18,VICTORIA ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
299235,176-01,176-01,SUNBURY ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
299235,176-09,176-09,SUNBURY ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
299281,177-57,177-57,TROUTVILLE ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
299281,177-59,177-59,TROUTVILLE ROAD,42,ADDRESS NUMBER OUT OF RANGE,""
299620,165-46A,165-46A,BAISLEY BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
307345,121-04,121-04,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307346,121-12,121-12,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307347,121-18,121-18,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307348,121-24,121-24,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307349,121-30,121-30,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307350,121-36,121-36,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307351,121-42,121-42,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307352,121-48,121-48,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307353,121-54,121-54,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307354,121-62,121-62,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307645,128-24,128-24,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307646,128-18,128-18,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307647,128-14,128-14,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
307649,128-06,128-06,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
308706,130-04,130-04,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
308707,130-16,130-16,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
308708,130-20,130-20,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
308709,130-24,130-24,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
308710,130-28,130-28,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
308711,130-32,130-32,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
308712,130-46,130-46,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
309722,131-64,131-64,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
309723,131-66,131-66,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
309731,131-08,131-08,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310204,133-04,133-04,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310205,133-06,133-06,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310206,133-08,133-08,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310207,133-10,133-10,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310224,133-12,133-12,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310225,133-14,133-14,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310226,133-16,133-16,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310227,133-18,133-18,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310228,133-20,133-20,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310229,133-22,133-22,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310230,133-24,133-24,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310231,133-26,133-26,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310232,133-28,133-28,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310233,133-30,133-30,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
310325,244-27,244-27,MERRICK BOULEVARD,42,ADDRESS NUMBER OUT OF RANGE,""
314880,139-12,139-12,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
314881,139-16,139-16,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
314882,139-20,139-20,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
314883,139-24,139-24,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
315027,225-17,225-17,NORTH CONDUIT AVENUE,42,ADDRESS NUMBER OUT OF RANGE,""
315161,137-56,137-56,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
315190,137-12,137-12,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
315191,137-16,137-16,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
315192,137-20,137-20,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
315193,137-24,137-24,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
315194,137-28,137-28,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
315195,137-32,137-32,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
315196,137-36,137-36,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
315197,137-40,137-40,BELT PARKWAY,50,BELT PARKWAY IS AN INVALID STREET NAME FOR THIS LOCATION,2
